image,category,split,selection_reason,source
dfire_train_AoF06389.jpg,smoke_only,train,human_approved,dfire
dfire_train_AoF06430.jpg,smoke_only,train,human_approved,dfire
dfire_train_PublicDataset00709.jpg,smoke_only,train,human_approved,dfire
dfire_train_PublicDataset00715.jpg,smoke_only,train,human_approved,dfire
dfire_train_WEB06281.jpg,smoke_only,train,human_approved,dfire
dfire_train_WEB07023.jpg,smoke_only,train,human_approved,dfire
dfire_train_WEB07080.jpg,smoke_only,train,human_approved,dfire
dfire_train_WEB07291.jpg,smoke_only,train,human_approved,dfire
dfire_train_WEB07605.jpg,smoke_only,train,human_approved,dfire
dfire_train_WEB07667.jpg,smoke_only,train,human_approved,dfire
dfire_train_WEB07716.jpg,smoke_only,train,human_approved,dfire
dfire_train_WEB08043.jpg,smoke_only,train,human_approved,dfire
dfire_train_WEB08415.jpg,smoke_only,train,human_approved,dfire
dfire_train_WEB08556.jpg,smoke_only,train,human_approved,dfire
dfire_train_WEB09012.jpg,smoke_only,train,human_approved,dfire
dfire_train_WEB09040.jpg,smoke_only,train,human_approved,dfire
dfire_val_PublicDataset00363.jpg,smoke_only,val,human_approved,dfire
dfire_val_PublicDataset00474.jpg,smoke_only,val,human_approved,dfire
dfire_val_WEB06073.jpg,smoke_only,val,human_approved,dfire
dfire_val_WEB06108.jpg,smoke_only,val,human_approved,dfire
dfire_val_WEB07268.jpg,smoke_only,val,human_approved,dfire
dfire_val_WEB07434.jpg,smoke_only,val,human_approved,dfire
dfire_val_WEB07510.jpg,smoke_only,val,human_approved,dfire
dfire_val_WEB08203.jpg,smoke_only,val,human_approved,dfire
dfire_val_WEB08500.jpg,smoke_only,val,human_approved,dfire
dfire_val_WEB09376.jpg,smoke_only,val,human_approved,dfire
dfire_val_WEB09388.jpg,smoke_only,val,human_approved,dfire
dfire_test_AoF07750.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_AoF07751.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_AoF07764.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_AoF07781.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_AoF07782.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_AoF07822.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_AoF07824.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_AoF07835.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_AoF07863.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_AoF07880.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_AoF07947.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_AoF08076.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_AoF08191.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_PublicDataset01089.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_PublicDataset01090.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_PublicDataset01318.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_WEB10494.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_WEB10496.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_WEB10522.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_WEB10540.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_WEB10564.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_WEB10577.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_WEB10579.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_WEB10617.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_WEB10635.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_WEB10650.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_WEB10677.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_WEB10679.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_WEB10680.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_WEB10692.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_WEB10702.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_WEB10726.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_WEB10752.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_WEB10771.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_WEB10774.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_WEB10823.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_WEB10856.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_WEB10867.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_WEB10870.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_WEB10921.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_WEB11005.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_WEB11149.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_WEB11169.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_WEB11391.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_WEB11412.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_WEB11579.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_WEB11651.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_WEB11663.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_WEB11713.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_test_WEB11782.jpg,fire_smoke,test,high_confidence_category,dfire
dfire_train_AoF04016.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04022.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04075.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04093.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04096.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04101.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04112.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04129.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04157.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04174.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04193.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04215.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04220.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04222.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04236.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04238.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04253.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04264.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04295.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04296.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04306.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04310.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04311.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04339.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04343.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04395.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04416.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04430.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04438.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04439.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04453.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04456.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04457.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04550.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04554.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04557.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04644.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04700.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04740.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04759.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04764.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04799.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04841.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04844.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04847.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04850.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04870.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF04883.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF05018.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF05021.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF05025.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF05041.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF05054.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF05058.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF05067.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF05086.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF05132.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_AoF05449.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_PublicDataset00000.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_PublicDataset00001.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_PublicDataset00096.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_PublicDataset00126.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_PublicDataset00647.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_PublicDataset00657.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_PublicDataset00660.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_PublicDataset01031.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_PublicDataset01036.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_PublicDataset01038.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB03700.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB03703.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB03714.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB03717.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB03729.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB03732.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB03743.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB03759.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB03807.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB03813.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB03868.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB03877.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB03907.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB03918.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB03933.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB03936.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB03957.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB03964.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB03977.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB03983.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB03990.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04000.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04021.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04053.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04084.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04099.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04138.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04198.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04223.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04228.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04239.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04247.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04256.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04261.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04269.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04274.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04303.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04309.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04313.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04316.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04322.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04336.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04338.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04370.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04383.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04388.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04395.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04396.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04473.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04477.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04480.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04485.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04486.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04505.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04513.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04522.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04526.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04532.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04548.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04549.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04558.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04592.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04594.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04599.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04618.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04620.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04621.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04623.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04638.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04641.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04643.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04655.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04666.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04672.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04680.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04684.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04704.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04716.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04717.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04729.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04738.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04739.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04744.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04761.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04781.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04786.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04793.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04802.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04818.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04822.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04824.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04830.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04859.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04864.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04869.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04876.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04879.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04886.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04926.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04932.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04935.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04953.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04959.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04978.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB04997.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05041.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05047.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05087.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05181.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05202.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05204.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05209.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05240.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05245.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05274.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05415.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05430.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05431.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05439.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05452.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05453.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05462.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05470.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05473.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05475.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05494.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05497.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05504.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05512.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05525.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05527.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05531.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05579.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05580.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05597.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05612.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05622.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05631.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05639.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05640.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05647.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05652.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05653.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05659.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05660.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05663.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05669.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05699.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05710.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05723.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05743.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05744.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05749.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05752.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05770.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05774.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05801.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05803.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05840.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05843.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05844.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05845.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05846.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05849.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05857.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05866.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05867.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05883.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05891.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05895.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05914.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05922.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05924.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05951.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05956.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05963.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05974.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05980.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB05998.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB06023.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB06029.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB06084.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB06104.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB06126.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB06209.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB06250.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB06259.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB06335.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB06376.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB06382.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB06558.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB06606.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB06621.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB06759.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB06774.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB06778.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB06798.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB06839.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB06845.jpg,fire_smoke,train,high_confidence_category,dfire
dfire_train_WEB06853.jpg,fire_smoke,train,high_confidence_category,dfire
